slug,name,activities_status,relationships_status,associated_entities_status,hunting_pivots_status,malware_status,tools_status,targets_status,motivations_status,attribution_status,activities,dated_activities,relationships,associated_entities,entity_relationships,hunting_pivots,hunting_pivot_observations,malware,activity_linked_malware,tools,targets,motivations,external_activity_leads,external_alias_leads,external_relationship_leads,external_malware_leads,external_tool_leads,gap_count
poseidon,Poseidon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
poseidon-group,Poseidon Group,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
predator-panda,Predator Panda,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
predatory-sparrow,Predatory Sparrow,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
prince-of-persia,Prince of Persia,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,5
pumpkin-sandstorm,Pumpkin Sandstorm,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5
putter-panda,Putter Panda,unknown,canonical-present,unknown,unknown,canonical-present,unknown,lead-only,lead-only,lead-only,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,6,0,5
qtfy,QTFY,canonical-present,unknown,unknown,unknown,canonical-present,unknown,canonical-present,canonical-present,canonical-present,2,0,0,0,0,0,0,3,3,0,8,2,0,0,0,0,0,2
rancor,Rancor,unknown,unknown,unknown,unknown,canonical-present,canonical-present,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,11,5,6
redalpha,RedAlpha,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,5
redcurl,RedCurl,canonical-present,unknown,unknown,unknown,lead-only,unknown,canonical-present,canonical-present,unknown,3,0,0,0,0,0,0,0,0,0,5,1,5,0,0,3,0,3
redecho,RedEcho,lead-only,canonical-present,unknown,unknown,canonical-present,unknown,lead-only,lead-only,lead-only,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,5
redfoxtrot,RedFoxtrot,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,5
roaming-mantis,Roaming Mantis,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,5,0,5
roaming-tiger,Roaming Tiger,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,5
rocke,Rocke,lead-only,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,6,0,4
rtm,RTM,unknown,unknown,unknown,unknown,canonical-present,lead-only,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,6
ruby-sleet,Ruby Sleet,lead-only,lead-only,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,36,0,5
sabre-panda,Sabre Panda,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
saint-bear,Saint Bear,lead-only,canonical-present,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,0,0,2,0,0,0,0,2,0,0,2,0,4,0,0,6,0,4
salt-typhoon,Salt Typhoon,canonical-present,canonical-present,canonical-present,unknown,canonical-present,lead-only,canonical-present,lead-only,lead-only,18,3,1,3,3,0,0,1,1,0,11,0,13,0,1,21,6,2
sandcat,Sandcat,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
sandworm,Sandworm Team,canonical-present,canonical-present,canonical-present,canonical-present,canonical-present,canonical-present,canonical-present,lead-only,canonical-present,3,3,1,8,8,1,1,20,5,8,6,0,42,0,1,81,10,1
scarab,Scarab,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5
scarlet-mimic,Scarlet Mimic,lead-only,canonical-present,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,15,0,4
scattered-spider,Scattered Spider,canonical-present,canonical-present,unknown,canonical-present,canonical-present,canonical-present,canonical-present,lead-only,unknown,22,4,1,0,0,1,1,3,0,7,11,0,22,0,0,42,37,3
sea-turtle,Sea Turtle,canonical-present,unknown,unknown,unknown,canonical-present,lead-only,lead-only,canonical-present,lead-only,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,10,1,5
sectorj04,SectorJ04,lead-only,lead-only,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,36,0,5
shark-spider,Shark Spider,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5
sharpshooter,Sharpshooter,unknown,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
shifty-jackal,Shifty Jackal,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
sidecopy,SideCopy,lead-only,canonical-present,unknown,unknown,canonical-present,lead-only,canonical-present,lead-only,lead-only,0,0,1,0,0,0,0,2,0,0,3,0,6,0,0,11,1,4
sidewinder,Sidewinder,canonical-present,canonical-present,unknown,unknown,lead-only,canonical-present,canonical-present,lead-only,lead-only,1,0,1,0,0,0,0,0,0,1,18,0,7,0,0,4,2,3
silence,Silence,lead-only,unknown,unknown,unknown,lead-only,canonical-present,canonical-present,canonical-present,unknown,0,0,0,0,0,0,0,0,0,3,9,1,5,0,0,14,5,3
silence-group,Silence Group,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
silent-librarian,Silent Librarian,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,lead-only,lead-only,1,1,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,3
silverterrier,SilverTerrier,unknown,unknown,unknown,unknown,canonical-present,unknown,canonical-present,unknown,lead-only,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,12,0,5
sima,Sima,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
singing-spider,Singing Spider,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
sixlittlemonkeys,SixLittleMonkeys,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,5
slingshot,Slingshot,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,5
snake-wine,Snake Wine,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
snowglobe,Snowglobe,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,5
sowbug,Sowbug,unknown,unknown,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,5
spacecobra,SpaceCobra,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,unknown,canonical-present,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
sparkling-goblin,Sparkling Goblin,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,78,0,5
spicy-panda,Spicy Panda,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
spiral,Spiral,unknown,unknown,unknown,unknown,lead-only,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
spivy,SPIVY,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
static-spider,Static Spider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
stealth-falcon,Stealth Falcon,lead-only,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,4
stibnite,STIBNITE,unknown,unknown,unknown,unknown,lead-only,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
storm-0062,Storm-0062,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0133,sTOrm-0133,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0156,Storm-0156,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,5
storm-0216,Storm-0216,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0249,Storm-0249,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0252,Storm-0252,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0259,Storm-0259,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0324,Storm-0324,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0381,Storm-0381,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0391,Storm-0391,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,5
storm-0408,Storm-0408,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0455,Storm-0455,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0485,Storm-0485,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0501,Storm-0501,canonical-present,unknown,unknown,canonical-present,canonical-present,canonical-present,lead-only,canonical-present,unknown,2,0,0,0,0,1,2,2,1,6,0,1,0,0,0,7,10,4
storm-0506,Storm-0506,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0530,Storm-0530,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5
storm-0539,Storm-0539,canonical-present,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0558,Storm-0558,canonical-present,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
storm-0569,Storm-0569,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0589,Storm-0589,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0593,Storm-0593,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0601,Storm-0601,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0744,Storm-0744,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0829,Storm-0829,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0835,Storm-0835,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0842,Storm-0842,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,5
storm-0844,Storm-0844,unknown,unknown,unknown,unknown,lead-only,lead-only,unknown,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5
storm-0856,Storm-0856,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0861,Storm-0861,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,47,0,5
storm-0866,STORM-0866,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0867,Storm-0867,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0900,Storm-0900,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0940,Storm-0940,canonical-present,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0971,Storm-0971,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-0978,Storm-0978,canonical-present,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,5
storm-1084,Storm-1084,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1099,Storm-1099,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1101,Storm-1101,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1113,Storm-1113,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1133,Storm-1133,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1152,Storm-1152,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1175,Storm-1175,canonical-present,unknown,unknown,unknown,canonical-present,unknown,canonical-present,unknown,lead-only,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
storm-1283,Storm-1283,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1286,Storm-1286,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1295,Storm-1295,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1359,Storm-1359,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1376,Storm-1376,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1516,Storm-1516,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1575,STORM-1575,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1674,Storm-1674,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1679,Storm-1679,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1747,Storm-1747,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1811,Storm-1811,canonical-present,unknown,unknown,unknown,canonical-present,canonical-present,unknown,canonical-present,unknown,1,0,0,0,0,0,0,3,1,4,0,1,0,0,0,3,8,4
storm-1837,Storm-1837,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1849,Storm-1849,canonical-present,unknown,unknown,unknown,canonical-present,unknown,canonical-present,unknown,unknown,3,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,3
storm-1865,Storm-1865,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-1919,Storm-1919,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2035,Storm-2035,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2049,Storm-2049,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2077,Storm-2077,canonical-present,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3
storm-2126,Storm-2126,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2139,Storm-2139,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2227,Storm-2227,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2372,Storm-2372,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2460,Storm-2460,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2470,Storm-2470,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2502,Storm-2502,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2561,Storm-2561,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2603,Storm-2603,canonical-present,unknown,unknown,unknown,canonical-present,unknown,canonical-present,unknown,lead-only,2,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,3
storm-2657,Storm-2657,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2754,Storm-2754,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2755,Storm-2755,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-2949,Storm-2949,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-3032,Storm-3032,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-3121,Storm-3121,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-3138,Storm-3138,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
storm-cloud,Storm Cloud,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,5
strider,Strider,unknown,unknown,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,5
strongpity,PROMETHIUM,canonical-present,canonical-present,unknown,unknown,canonical-present,unknown,canonical-present,canonical-present,lead-only,1,1,1,0,0,0,0,2,1,0,2,1,9,0,0,7,0,1
suckfly,Suckfly,lead-only,unknown,unknown,unknown,canonical-present,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,0,6
sunflower,SunFlower,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
sunglow-blizzard,Sunglow Blizzard,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
svcmondr,SVCMONDR,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
syrian-electronic-army-sea,Syrian Electronic Army (SEA),lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,5
ta2101,TA2101,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,13,0,5
ta2541,TA2541,unknown,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,lead-only,unknown,0,0,0,0,0,0,0,7,0,2,3,0,0,0,0,15,2,5
ta2726,TA2726,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta2727,TA2727,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta397,TA397,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,5
ta402,TA402,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,23,0,5
ta404,TA404,lead-only,lead-only,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,114,0,3,158,0,5
ta406,TA406,canonical-present,canonical-present,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,2,1,1,0,0,0,0,0,0,0,6,0,69,0,1,33,0,2
ta408,TA408,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta410,TA410,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5
ta413,TA413,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,5
ta415,TA415,canonical-present,lead-only,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,1,0,0,0,0,0,0,0,0,0,2,0,37,0,1,78,0,4
ta422,TA422,canonical-present,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,1,0,0,0,0,0,0,0,0,0,3,0,91,0,0,41,0,4
ta444,TA444,canonical-present,canonical-present,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,1,1,1,0,0,0,0,7,7,0,1,0,22,0,0,0,0,2
ta451,TA451,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,0,5
ta454,TA454,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,5
ta455,TA455,canonical-present,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,4
ta4557,TA4557,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,5
ta4563,TA4563,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,5
ta459,TA459,lead-only,unknown,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,0,0,0,0,0,0,0,4,0,0,5,0,1,0,0,7,0,5
ta482,TA482,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
